concept_id,concept_name,works_count,total_works,pct_of_all,mode,threshold
https://openalex.org/C154945302,Artificial intelligence,63202,63202,100.00,any,0.4
https://openalex.org/C41008148,Computer science,60649,63202,95.96,any,0.4
https://openalex.org/C204321447,Natural language processing,16982,63202,26.87,any,0.4
https://openalex.org/C119857082,Machine learning,14559,63202,23.04,any,0.4
https://openalex.org/C153180895,Pattern recognition (psychology),10114,63202,16.00,any,0.4
https://openalex.org/C31972630,Computer vision,8078,63202,12.78,any,0.4
https://openalex.org/C108583219,Deep learning,7763,63202,12.28,any,0.4
https://openalex.org/C50644808,Artificial neural network,6449,63202,10.20,any,0.4
https://openalex.org/C2776401178,Feature (linguistics),5578,63202,8.83,any,0.4
https://openalex.org/C2780451532,Task (project management),5463,63202,8.64,any,0.4
https://openalex.org/C81363708,Convolutional neural network,5366,63202,8.49,any,0.4
https://openalex.org/C89600930,Segmentation,4310,63202,6.82,any,0.4
https://openalex.org/C203005215,Machine translation,4141,63202,6.55,any,0.4
https://openalex.org/C90805587,Word (group theory),3265,63202,5.17,any,0.4
https://openalex.org/C2779343474,Context (archaeology),3133,63202,4.96,any,0.4
https://openalex.org/C149364088,Translation (biology),3083,63202,4.88,any,0.4
https://openalex.org/C177264268,Set (abstract data type),2844,63202,4.50,any,0.4
https://openalex.org/C98045186,Process (computing),2840,63202,4.49,any,0.4
https://openalex.org/C41895202,Linguistics,2705,63202,4.28,any,0.4
https://openalex.org/C28490314,Speech recognition,2700,63202,4.27,any,0.4
https://openalex.org/C124101348,Data mining,2618,63202,4.14,any,0.4
https://openalex.org/C186644900,Parsing,2568,63202,4.06,any,0.4
https://openalex.org/C12267149,Support vector machine,2553,63202,4.04,any,0.4
https://openalex.org/C66322947,Transformer,2550,63202,4.03,any,0.4
https://openalex.org/C185798385,Benchmark (surveying),2461,63202,3.89,any,0.4
https://openalex.org/C52622490,Feature extraction,2432,63202,3.85,any,0.4
https://openalex.org/C2777530160,Sentence,2399,63202,3.80,any,0.4
https://openalex.org/C11413529,Algorithm,2349,63202,3.72,any,0.4
https://openalex.org/C115961682,Image (mathematics),2344,63202,3.71,any,0.4
https://openalex.org/C2776359362,Representation (politics),2276,63202,3.60,any,0.4
https://openalex.org/C63479239,Robustness (evolution),2219,63202,3.51,any,0.4
https://openalex.org/C169258074,Random forest,2057,63202,3.25,any,0.4
https://openalex.org/C132525143,Graph,2014,63202,3.19,any,0.4
https://openalex.org/C36503486,Domain (mathematical analysis),2005,63202,3.17,any,0.4
https://openalex.org/C95623464,Classifier (UML),1983,63202,3.14,any,0.4
https://openalex.org/C137293760,Language model,1905,63202,3.01,any,0.4
https://openalex.org/C2776214188,Inference,1900,63202,3.01,any,0.4
https://openalex.org/C9652623,Field (mathematics),1812,63202,2.87,any,0.4
https://openalex.org/C116834253,Identification (biology),1811,63202,2.87,any,0.4
https://openalex.org/C71924100,Medicine,1726,63202,2.73,any,0.4
https://openalex.org/C2781238097,Object (grammar),1640,63202,2.59,any,0.4
https://openalex.org/C118505674,Encoder,1600,63202,2.53,any,0.4
https://openalex.org/C2776151529,Object detection,1533,63202,2.43,any,0.4
https://openalex.org/C177148314,Generalization,1399,63202,2.21,any,0.4
https://openalex.org/C39890363,Generative grammar,1381,63202,2.19,any,0.4
https://openalex.org/C2779530757,Quality (philosophy),1361,63202,2.15,any,0.4
https://openalex.org/C103278499,Similarity (geometry),1361,63202,2.15,any,0.4
https://openalex.org/C23123220,Information retrieval,1311,63202,2.07,any,0.4
https://openalex.org/C192209626,Focus (optics),1253,63202,1.98,any,0.4
https://openalex.org/C195324797,Natural language,1241,63202,1.96,any,0.4
https://openalex.org/C90509273,Robot,1233,63202,1.95,any,0.4
https://openalex.org/C150899416,Transfer of learning,1230,63202,1.95,any,0.4
https://openalex.org/C124504099,Image segmentation,1224,63202,1.94,any,0.4
https://openalex.org/C2776321320,Annotation,1203,63202,1.90,any,0.4
https://openalex.org/C73555534,Cluster analysis,1188,63202,1.88,any,0.4
https://openalex.org/C148483581,Feature selection,1188,63202,1.88,any,0.4
https://openalex.org/C2776760102,Code (set theory),1183,63202,1.87,any,0.4
https://openalex.org/C97541855,Reinforcement learning,1108,63202,1.75,any,0.4
https://openalex.org/C153083717,Leverage (statistics),1067,63202,1.69,any,0.4
https://openalex.org/C62649853,Remote sensing,1056,63202,1.67,any,0.4
https://openalex.org/C184337299,Semantics (computer science),1030,63202,1.63,any,0.4
https://openalex.org/C26022165,Grammar,1023,63202,1.62,any,0.4
https://openalex.org/C99498987,Noise (video),1020,63202,1.61,any,0.4
https://openalex.org/C41608201,Embedding,1018,63202,1.61,any,0.4
https://openalex.org/C2778755073,Scale (ratio),988,63202,1.56,any,0.4
https://openalex.org/C160633673,Pixel,977,63202,1.55,any,0.4
https://openalex.org/C2777212361,Class (philosophy),957,63202,1.51,any,0.4
https://openalex.org/C34736171,Preprocessor,953,63202,1.51,any,0.4
https://openalex.org/C2781067378,Interpretability,952,63202,1.51,any,0.4
https://openalex.org/C81917197,Selection (genetic algorithm),951,63202,1.50,any,0.4
https://openalex.org/C84525736,Decision tree,920,63202,1.46,any,0.4
https://openalex.org/C19768560,Dependency (UML),909,63202,1.44,any,0.4
https://openalex.org/C97931131,Discriminative model,868,63202,1.37,any,0.4
https://openalex.org/C2522767166,Data science,859,63202,1.36,any,0.4
https://openalex.org/C26517878,Key (lock),848,63202,1.34,any,0.4
https://openalex.org/C176217482,Metric (unit),842,63202,1.33,any,0.4
https://openalex.org/C43521106,Pipeline (software),813,63202,1.29,any,0.4
https://openalex.org/C51632099,Training set,806,63202,1.28,any,0.4
https://openalex.org/C155092808,Computational linguistics,799,63202,1.26,any,0.4
https://openalex.org/C2776224158,Phrase,786,63202,1.24,any,0.4
https://openalex.org/C37736160,Adversarial system,774,63202,1.22,any,0.4
https://openalex.org/C131979681,Point cloud,749,63202,1.19,any,0.4
https://openalex.org/C165064840,Matching (statistics),741,63202,1.17,any,0.4
https://openalex.org/C53893814,Rule-based machine translation,733,63202,1.16,any,0.4
https://openalex.org/C101738243,Autoencoder,728,63202,1.15,any,0.4
https://openalex.org/C2778112365,Sequence (biology),727,63202,1.15,any,0.4
https://openalex.org/C46686674,Boosting (machine learning),721,63202,1.14,any,0.4
https://openalex.org/C107457646,Human–computer interaction,705,63202,1.12,any,0.4
https://openalex.org/C45942800,Ensemble learning,699,63202,1.11,any,0.4
https://openalex.org/C28719098,Point (geometry),699,63202,1.11,any,0.4
https://openalex.org/C8642999,Hyperparameter,694,63202,1.10,any,0.4
https://openalex.org/C113174947,Tree (set theory),693,63202,1.10,any,0.4
https://openalex.org/C49937458,Probabilistic logic,691,63202,1.09,any,0.4
https://openalex.org/C165696696,Exploit,675,63202,1.07,any,0.4
https://openalex.org/C164883195,Dependency grammar,666,63202,1.05,any,0.4
https://openalex.org/C522805319,Electroencephalography,664,63202,1.05,any,0.4
https://openalex.org/C34413123,Robotics,659,63202,1.04,any,0.4
https://openalex.org/C45347329,Convolution (computer science),650,63202,1.03,any,0.4
https://openalex.org/C22019652,Overfitting,648,63202,1.03,any,0.4
https://openalex.org/C2776436953,Consistency (knowledge bases),644,63202,1.02,any,0.4
https://openalex.org/C12725497,Baseline (sea),638,63202,1.01,any,0.4
https://openalex.org/C2777601683,Vocabulary,638,63202,1.01,any,0.4
https://openalex.org/C2778121359,Lexicon,634,63202,1.00,any,0.4
https://openalex.org/C739882,Anomaly detection,627,63202,0.99,any,0.4
https://openalex.org/C167966045,Generative model,626,63202,0.99,any,0.4
https://openalex.org/C82990744,RGB color model,622,63202,0.98,any,0.4
https://openalex.org/C136197465,Variety (cybernetics),618,63202,0.98,any,0.4
https://openalex.org/C59404180,Feature learning,614,63202,0.97,any,0.4
https://openalex.org/C155512373,Residual,612,63202,0.97,any,0.4
https://openalex.org/C48044578,Scalability,611,63202,0.97,any,0.4
https://openalex.org/C139945424,Mean squared error,609,63202,0.96,any,0.4
https://openalex.org/C158525013,Fusion,608,63202,0.96,any,0.4
https://openalex.org/C58471807,Receiver operating characteristic,606,63202,0.96,any,0.4
https://openalex.org/C44572571,SemEval,605,63202,0.96,any,0.4
https://openalex.org/C52001869,Naive Bayes classifier,603,63202,0.95,any,0.4
https://openalex.org/C66402592,Sentiment analysis,596,63202,0.94,any,0.4
https://openalex.org/C57273362,Decoding methods,585,63202,0.93,any,0.4
https://openalex.org/C139807058,Adaptation (eye),578,63202,0.91,any,0.4
https://openalex.org/C2780876879,Meaning (existential),568,63202,0.90,any,0.4
https://openalex.org/C206345919,Resource (disambiguation),568,63202,0.90,any,0.4
https://openalex.org/C60048249,Syntax,566,63202,0.90,any,0.4
https://openalex.org/C151956035,Logistic regression,565,63202,0.89,any,0.4
https://openalex.org/C33923547,Mathematics,564,63202,0.89,any,0.4
https://openalex.org/C123657996,Architecture,563,63202,0.89,any,0.4
https://openalex.org/C147168706,Recurrent neural network,563,63202,0.89,any,0.4
https://openalex.org/C25343380,Relation (database),559,63202,0.88,any,0.4
https://openalex.org/C18555067,Joint (building),556,63202,0.88,any,0.4
https://openalex.org/C154775046,German,554,63202,0.88,any,0.4
https://openalex.org/C2775936607,Tracking (education),554,63202,0.88,any,0.4
https://openalex.org/C104114177,Motion (physics),545,63202,0.86,any,0.4
https://openalex.org/C159078339,Hyperspectral imaging,537,63202,0.85,any,0.4
https://openalex.org/C2780586882,Simple (philosophy),531,63202,0.84,any,0.4
https://openalex.org/C121934690,Noun,529,63202,0.84,any,0.4
https://openalex.org/C2779304628,Face (sociological concept),528,63202,0.84,any,0.4
https://openalex.org/C24687705,Example-based machine translation,522,63202,0.83,any,0.4
https://openalex.org/C146849305,Ground truth,521,63202,0.82,any,0.4
https://openalex.org/C126042441,Frame (networking),519,63202,0.82,any,0.4
https://openalex.org/C199360897,Programming language,517,63202,0.82,any,0.4
https://openalex.org/C136886441,Normalization (sociology),516,63202,0.82,any,0.4
https://openalex.org/C71139939,Modal,508,63202,0.80,any,0.4
https://openalex.org/C169903167,Test set,508,63202,0.80,any,0.4
https://openalex.org/C15744967,Psychology,504,63202,0.80,any,0.4
https://openalex.org/C12713177,Perspective (graphical),501,63202,0.79,any,0.4
https://openalex.org/C96455323,Arabic,499,63202,0.79,any,0.4
https://openalex.org/C14036430,Function (biology),499,63202,0.79,any,0.4
https://openalex.org/C26760741,Perception,488,63202,0.77,any,0.4
https://openalex.org/C70153297,Gradient boosting,481,63202,0.76,any,0.4
https://openalex.org/C36464697,Visualization,478,63202,0.76,any,0.4
https://openalex.org/C189430467,Ranking (information retrieval),477,63202,0.75,any,0.4
https://openalex.org/C48145219,Security token,476,63202,0.75,any,0.4
https://openalex.org/C13662910,Trajectory,475,63202,0.75,any,0.4
https://openalex.org/C206134035,Treebank,474,63202,0.75,any,0.4
https://openalex.org/C2780801425,Construct (python library),472,63202,0.75,any,0.4
https://openalex.org/C45374587,Computation,470,63202,0.74,any,0.4
https://openalex.org/C81669768,Precision and recall,468,63202,0.74,any,0.4
https://openalex.org/C163294075,Noise reduction,465,63202,0.74,any,0.4
https://openalex.org/C138268822,Resolution (logic),460,63202,0.73,any,0.4
https://openalex.org/C2777210771,Block (permutation group theory),455,63202,0.72,any,0.4
https://openalex.org/C2777904410,Software,455,63202,0.72,any,0.4
https://openalex.org/C61797465,Term (time),454,63202,0.72,any,0.4
https://openalex.org/C170858558,Automatic summarization,453,63202,0.72,any,0.4
https://openalex.org/C43214815,Reliability (semiconductor),451,63202,0.71,any,0.4
https://openalex.org/C162307627,Enhanced Data Rates for GSM Evolution,444,63202,0.70,any,0.4
https://openalex.org/C75294576,Contextual image classification,442,63202,0.70,any,0.4
https://openalex.org/C55020928,Image quality,439,63202,0.69,any,0.4
https://openalex.org/C2780861071,Character (mathematics),438,63202,0.69,any,0.4
https://openalex.org/C80444323,Theoretical computer science,438,63202,0.69,any,0.4
https://openalex.org/C35525427,Intrusion detection system,431,63202,0.68,any,0.4
https://openalex.org/C2777211547,Training (meteorology),431,63202,0.68,any,0.4
https://openalex.org/C142575187,Pyramid (geometry),430,63202,0.68,any,0.4
https://openalex.org/C204323151,Range (aeronautics),429,63202,0.68,any,0.4
https://openalex.org/C83546350,Regression,428,63202,0.68,any,0.4
https://openalex.org/C107673813,Bayesian probability,427,63202,0.68,any,0.4
https://openalex.org/C51399673,Lidar,427,63202,0.68,any,0.4
https://openalex.org/C2908647359,Population,427,63202,0.68,any,0.4
https://openalex.org/C121684516,Computer graphics (images),420,63202,0.66,any,0.4
https://openalex.org/C74193536,Kernel (algebra),420,63202,0.66,any,0.4
https://openalex.org/C79974875,Cloud computing,419,63202,0.66,any,0.4
https://openalex.org/C175551986,Fault (geology),416,63202,0.66,any,0.4
https://openalex.org/C2776397901,Verb,414,63202,0.66,any,0.4
https://openalex.org/C2778572836,Space (punctuation),412,63202,0.65,any,0.4
https://openalex.org/C2779662365,Event (particle physics),411,63202,0.65,any,0.4
https://openalex.org/C70437156,Pooling,410,63202,0.65,any,0.4
https://openalex.org/C198531522,Sample (material),408,63202,0.65,any,0.4
https://openalex.org/C2778344882,Shot (pellet),408,63202,0.65,any,0.4
https://openalex.org/C100660578,Recall,404,63202,0.64,any,0.4
https://openalex.org/C94915269,Detector,403,63202,0.64,any,0.4
https://openalex.org/C518677369,Social media,403,63202,0.64,any,0.4
https://openalex.org/C205711294,Rendering (computer graphics),401,63202,0.63,any,0.4
https://openalex.org/C151406439,Time series,398,63202,0.63,any,0.4
https://openalex.org/C2776434776,Domain adaptation,397,63202,0.63,any,0.4
https://openalex.org/C9417928,Image processing,395,63202,0.62,any,0.4
https://openalex.org/C94124525,Categorization,387,63202,0.61,any,0.4
https://openalex.org/C2779903281,Modalities,381,63202,0.60,any,0.4
https://openalex.org/C2780226545,Modality (human–computer interaction),379,63202,0.60,any,0.4
https://openalex.org/C125411270,Encoding (memory),378,63202,0.60,any,0.4
https://openalex.org/C130318100,Semantic similarity,377,63202,0.60,any,0.4
https://openalex.org/C52102323,Pose,376,63202,0.59,any,0.4
https://openalex.org/C58166,Fuzzy logic,375,63202,0.59,any,0.4
https://openalex.org/C2780522230,Ambiguity,374,63202,0.59,any,0.4
https://openalex.org/C27158222,Generalizability theory,366,63202,0.58,any,0.4
https://openalex.org/C8038995,Unsupervised learning,365,63202,0.58,any,0.4
https://openalex.org/C2776135515,Regularization (linguistics),362,63202,0.57,any,0.4
https://openalex.org/C157659113,WordNet,362,63202,0.57,any,0.4
https://openalex.org/C127162648,Channel (broadcasting),360,63202,0.57,any,0.4
https://openalex.org/C150594956,Wearable computer,360,63202,0.57,any,0.4
https://openalex.org/C2779843651,SIGNAL (programming language),359,63202,0.57,any,0.4
https://openalex.org/C33954974,Sensor fusion,359,63202,0.57,any,0.4
https://openalex.org/C96250715,Estimation,351,63202,0.56,any,0.4
https://openalex.org/C79403827,Real-time computing,351,63202,0.56,any,0.4
https://openalex.org/C143409427,Magnetic resonance imaging,349,63202,0.55,any,0.4
https://openalex.org/C106301342,Entropy (arrow of time),348,63202,0.55,any,0.4
https://openalex.org/C2984842247,Deep neural networks,342,63202,0.54,any,0.4
https://openalex.org/C774472,Margin (machine learning),342,63202,0.54,any,0.4
https://openalex.org/C177212765,Workflow,339,63202,0.54,any,0.4
https://openalex.org/C20556612,Volume (thermodynamics),336,63202,0.53,any,0.4
https://openalex.org/C168167062,Component (thermodynamics),335,63202,0.53,any,0.4
https://openalex.org/C75684735,Big data,334,63202,0.53,any,0.4
https://openalex.org/C58489278,Data set,332,63202,0.53,any,0.4
https://openalex.org/C45804977,Predictive modelling,331,63202,0.52,any,0.4
https://openalex.org/C169900460,Cognition,329,63202,0.52,any,0.4
https://openalex.org/C105339364,Software deployment,326,63202,0.52,any,0.4
https://openalex.org/C31601959,Medical imaging,324,63202,0.51,any,0.4
https://openalex.org/C143724316,Series (stratigraphy),324,63202,0.51,any,0.4
https://openalex.org/C2776502983,Contrast (vision),323,63202,0.51,any,0.4
https://openalex.org/C44291984,Question answering,323,63202,0.51,any,0.4
https://openalex.org/C140779682,Sampling (signal processing),321,63202,0.51,any,0.4
https://openalex.org/C2779134260,Disease,320,63202,0.51,any,0.4
https://openalex.org/C135784402,Evaluation of machine translation,318,63202,0.50,any,0.4
https://openalex.org/C136389625,Supervised learning,315,63202,0.50,any,0.4
https://openalex.org/C2777735758,Path (computing),312,63202,0.49,any,0.4
https://openalex.org/C530470458,Breast cancer,311,63202,0.49,any,0.4
https://openalex.org/C60908668,Perceptron,311,63202,0.49,any,0.4
https://openalex.org/C141379421,Iterative reconstruction,308,63202,0.49,any,0.4
https://openalex.org/C43126263,Source code,308,63202,0.49,any,0.4
https://openalex.org/C160735492,Health care,307,63202,0.49,any,0.4
https://openalex.org/C195807954,Information extraction,304,63202,0.48,any,0.4
https://openalex.org/C2777462759,Word embedding,304,63202,0.48,any,0.4
https://openalex.org/C2780992000,Generator (circuit theory),303,63202,0.48,any,0.4
https://openalex.org/C70721500,Computational biology,302,63202,0.48,any,0.4
https://openalex.org/C38652104,Computer security,302,63202,0.48,any,0.4
https://openalex.org/C77618280,Scheme (mathematics),302,63202,0.48,any,0.4
https://openalex.org/C27438332,Principal component analysis,301,63202,0.48,any,0.4
https://openalex.org/C204241405,Transformation (genetics),301,63202,0.48,any,0.4
https://openalex.org/C204030448,Distillation,300,63202,0.47,any,0.4
https://openalex.org/C48103436,State (computer science),298,63202,0.47,any,0.4
https://openalex.org/C70518039,Dimensionality reduction,297,63202,0.47,any,0.4
https://openalex.org/C83665646,Feature vector,297,63202,0.47,any,0.4
https://openalex.org/C3008058167,Coronavirus disease 2019 (COVID-19),295,63202,0.47,any,0.4
https://openalex.org/C51646954,Word-sense disambiguation,295,63202,0.47,any,0.4
https://openalex.org/C142853389,Association (psychology),293,63202,0.46,any,0.4
https://openalex.org/C66905080,Binary classification,293,63202,0.46,any,0.4
https://openalex.org/C2780009758,Measure (data warehouse),290,63202,0.46,any,0.4
https://openalex.org/C2776608160,Natural (archaeology),287,63202,0.45,any,0.4
https://openalex.org/C47432892,Wavelet,287,63202,0.45,any,0.4
https://openalex.org/C173801870,Heuristic,286,63202,0.45,any,0.4
https://openalex.org/C2780598303,Flexibility (engineering),283,63202,0.45,any,0.4
https://openalex.org/C519991488,Python (programming language),282,63202,0.45,any,0.4
https://openalex.org/C106131492,Filter (signal processing),280,63202,0.44,any,0.4
https://openalex.org/C2776036281,Constraint (computer-aided design),278,63202,0.44,any,0.4
https://openalex.org/C179717631,Multilayer perceptron,278,63202,0.44,any,0.4
https://openalex.org/C205372480,Image resolution,275,63202,0.44,any,0.4
https://openalex.org/C126838900,Radiology,272,63202,0.43,any,0.4
https://openalex.org/C2780980858,Dual (grammatical number),270,63202,0.43,any,0.4
https://openalex.org/C158154518,Relevance (law),269,63202,0.43,any,0.4
https://openalex.org/C12997251,Anomaly (physics),268,63202,0.42,any,0.4
https://openalex.org/C67277372,Semantic role labeling,268,63202,0.42,any,0.4
https://openalex.org/C86251818,Benchmarking,267,63202,0.42,any,0.4
https://openalex.org/C89611455,Mechanism (biology),267,63202,0.42,any,0.4
https://openalex.org/C2780813799,Zero (linguistics),267,63202,0.42,any,0.4
https://openalex.org/C31510193,Facial recognition system,266,63202,0.42,any,0.4
https://openalex.org/C69357855,Diffusion,265,63202,0.42,any,0.4
https://openalex.org/C23224414,Hidden Markov model,265,63202,0.42,any,0.4
https://openalex.org/C69744172,Image fusion,265,63202,0.42,any,0.4
https://openalex.org/C98083399,Underwater,265,63202,0.42,any,0.4
https://openalex.org/C164226766,Rank (graph theory),264,63202,0.42,any,0.4
https://openalex.org/C2780513914,Bottleneck,263,63202,0.42,any,0.4
https://openalex.org/C121608353,Cancer,263,63202,0.42,any,0.4
https://openalex.org/C81860439,Internet of Things,262,63202,0.41,any,0.4
https://openalex.org/C28076734,Coreference,261,63202,0.41,any,0.4
https://openalex.org/C108010975,Pruning,261,63202,0.41,any,0.4
https://openalex.org/C148526163,Machine translation software usability,260,63202,0.41,any,0.4
https://openalex.org/C110875604,The Internet,258,63202,0.41,any,0.4
https://openalex.org/C2777303404,Convergence (economics),256,63202,0.41,any,0.4
https://openalex.org/C527412718,Interpretation (philosophy),256,63202,0.41,any,0.4
https://openalex.org/C2780366754,Speech translation,256,63202,0.41,any,0.4
https://openalex.org/C2780791683,Action (physics),254,63202,0.40,any,0.4
https://openalex.org/C2775924081,Control (management),253,63202,0.40,any,0.4
https://openalex.org/C2777267654,Test (biology),253,63202,0.40,any,0.4
https://openalex.org/C42560504,Top-down parsing,253,63202,0.40,any,0.4
https://openalex.org/C2779135771,Named-entity recognition,250,63202,0.40,any,0.4
https://openalex.org/C130597682,Transfer-based machine translation,249,63202,0.39,any,0.4
https://openalex.org/C65909025,Monocular,247,63202,0.39,any,0.4
https://openalex.org/C79337645,Outlier,246,63202,0.39,any,0.4
https://openalex.org/C57493831,Projection (relational algebra),246,63202,0.39,any,0.4
https://openalex.org/C183115368,Weighting,246,63202,0.39,any,0.4
https://openalex.org/C127705205,Heuristics,245,63202,0.39,any,0.4
https://openalex.org/C112972136,Stability (learning theory),245,63202,0.39,any,0.4
https://openalex.org/C66746571,ENCODE,244,63202,0.39,any,0.4
https://openalex.org/C58693492,Neuroimaging,244,63202,0.39,any,0.4
https://openalex.org/C59519942,Drone,243,63202,0.38,any,0.4
https://openalex.org/C98501671,Text segmentation,242,63202,0.38,any,0.4
https://openalex.org/C177606310,Adaptability,238,63202,0.38,any,0.4
https://openalex.org/C64543145,Intersection (aeronautics),238,63202,0.38,any,0.4
https://openalex.org/C21200559,Sensitivity (control systems),238,63202,0.38,any,0.4
https://openalex.org/C117220453,Correlation,237,63202,0.37,any,0.4
https://openalex.org/C148524875,F1 score,237,63202,0.37,any,0.4
https://openalex.org/C554190296,Radar,237,63202,0.37,any,0.4
https://openalex.org/C40969351,Word error rate,237,63202,0.37,any,0.4
https://openalex.org/C85617194,Particle swarm optimization,236,63202,0.37,any,0.4
https://openalex.org/C81074085,Motion planning,235,63202,0.37,any,0.4
https://openalex.org/C60690694,Bottom-up parsing,234,63202,0.37,any,0.4
https://openalex.org/C202474056,Video tracking,232,63202,0.37,any,0.4
https://openalex.org/C163716315,Gaussian,231,63202,0.37,any,0.4
https://openalex.org/C2779227376,Layer (electronics),231,63202,0.37,any,0.4
https://openalex.org/C2778827112,Feature engineering,230,63202,0.36,any,0.4
https://openalex.org/C557471498,Recommender system,230,63202,0.36,any,0.4
https://openalex.org/C532629269,Corpus linguistics,229,63202,0.36,any,0.4
https://openalex.org/C115901376,Automation,228,63202,0.36,any,0.4
https://openalex.org/C119898033,Ensemble forecasting,228,63202,0.36,any,0.4
https://openalex.org/C165838908,Calibration,227,63202,0.36,any,0.4
https://openalex.org/C111335779,Reduction (mathematics),227,63202,0.36,any,0.4
https://openalex.org/C153604712,Relationship extraction,227,63202,0.36,any,0.4
https://openalex.org/C622187,BLEU,226,63202,0.36,any,0.4
https://openalex.org/C153962237,Noun phrase,225,63202,0.36,any,0.4
https://openalex.org/C173163844,Multispectral image,222,63202,0.35,any,0.4
https://openalex.org/C2777801307,Spelling,222,63202,0.35,any,0.4
https://openalex.org/C141404830,AdaBoost,221,63202,0.35,any,0.4
https://openalex.org/C198082294,Position (finance),221,63202,0.35,any,0.4
https://openalex.org/C48372109,Binary number,215,63202,0.34,any,0.4
https://openalex.org/C111030470,Curse of dimensionality,215,63202,0.34,any,0.4
https://openalex.org/C207347870,Gesture,214,63202,0.34,any,0.4
https://openalex.org/C2988773926,Generative adversarial network,212,63202,0.34,any,0.4
https://openalex.org/C98184364,Argument (complex analysis),211,63202,0.33,any,0.4
https://openalex.org/C147037132,Minimum bounding box,210,63202,0.33,any,0.4
https://openalex.org/C10551718,Data pre-processing,209,63202,0.33,any,0.4
https://openalex.org/C184898388,Pairwise comparison,209,63202,0.33,any,0.4
https://openalex.org/C141353440,Fuse (electrical),207,63202,0.33,any,0.4
https://openalex.org/C2779439875,Natural language understanding,207,63202,0.33,any,0.4
https://openalex.org/C79061980,Inertial measurement unit,206,63202,0.33,any,0.4
https://openalex.org/C152124472,Redundancy (engineering),206,63202,0.33,any,0.4
https://openalex.org/C188147891,Cognitive science,205,63202,0.32,any,0.4
https://openalex.org/C110384440,Upsampling,205,63202,0.32,any,0.4
https://openalex.org/C4725764,Extraction (chemistry),204,63202,0.32,any,0.4
https://openalex.org/C63584917,Bounding overwatch,203,63202,0.32,any,0.4
https://openalex.org/C2778012447,Scope (computer science),203,63202,0.32,any,0.4
https://openalex.org/C159877910,Autoregressive model,201,63202,0.32,any,0.4
https://openalex.org/C90559484,Expression (computer science),200,63202,0.32,any,0.4
https://openalex.org/C87360688,Synthetic aperture radar,200,63202,0.32,any,0.4
https://openalex.org/C534262118,Medical diagnosis,199,63202,0.31,any,0.4
https://openalex.org/C19966478,Mobile robot,199,63202,0.31,any,0.4
https://openalex.org/C2776187449,Natural language generation,199,63202,0.31,any,0.4
https://openalex.org/C2780719617,Salient,197,63202,0.31,any,0.4
https://openalex.org/C86369673,Simultaneous localization and mapping,197,63202,0.31,any,0.4
https://openalex.org/C2776145971,Labeled data,195,63202,0.31,any,0.4
https://openalex.org/C23690007,Radiance,195,63202,0.31,any,0.4
https://openalex.org/C2776445246,Style (visual arts),195,63202,0.31,any,0.4
https://openalex.org/C2779803651,Discriminator,194,63202,0.31,any,0.4
https://openalex.org/C2776459999,Fidelity,194,63202,0.31,any,0.4
https://openalex.org/C140146324,Predicate (mathematical logic),193,63202,0.31,any,0.4
https://openalex.org/C35639132,Sequence labeling,193,63202,0.31,any,0.4
https://openalex.org/C114466953,Initialization,192,63202,0.30,any,0.4
https://openalex.org/C70777604,Word order,192,63202,0.30,any,0.4
https://openalex.org/C117251300,Parametric statistics,188,63202,0.30,any,0.4
https://openalex.org/C152565575,Conditional random field,185,63202,0.29,any,0.4
https://openalex.org/C123406163,Part of speech,185,63202,0.29,any,0.4
https://openalex.org/C184297639,Biometrics,184,63202,0.29,any,0.4
https://openalex.org/C177769412,Prior probability,184,63202,0.29,any,0.4
https://openalex.org/C3770464,Smoothing,184,63202,0.29,any,0.4
https://openalex.org/C179518139,Coding (social sciences),182,63202,0.29,any,0.4
https://openalex.org/C126780896,Distortion (music),181,63202,0.29,any,0.4
https://openalex.org/C173201364,Brain–computer interface,180,63202,0.28,any,0.4
https://openalex.org/C113843644,Interface (matter),180,63202,0.28,any,0.4
https://openalex.org/C118364021,Parser combinator,178,63202,0.28,any,0.4
https://openalex.org/C65885262,Scale-space segmentation,177,63202,0.28,any,0.4
https://openalex.org/C188441871,Softmax function,177,63202,0.28,any,0.4
https://openalex.org/C174348530,Bridging (networking),176,63202,0.28,any,0.4
https://openalex.org/C2777438025,Emotion recognition,176,63202,0.28,any,0.4
https://openalex.org/C126255220,Mathematical optimization,176,63202,0.28,any,0.4
https://openalex.org/C541664917,Malware,175,63202,0.28,any,0.4
https://openalex.org/C2985367798,Parallel corpora,175,63202,0.28,any,0.4
https://openalex.org/C554936623,Reading (process),175,63202,0.28,any,0.4
https://openalex.org/C39920418,Kinematics,174,63202,0.28,any,0.4
https://openalex.org/C69738355,Linear discriminant analysis,174,63202,0.28,any,0.4
https://openalex.org/C165297611,Morpheme,173,63202,0.27,any,0.4
https://openalex.org/C195704467,Facial expression,172,63202,0.27,any,0.4
https://openalex.org/C118518473,Agriculture,171,63202,0.27,any,0.4
https://openalex.org/C139502532,Computational intelligence,171,63202,0.27,any,0.4
https://openalex.org/C187691185,Grid,171,63202,0.27,any,0.4
https://openalex.org/C519982507,Hindi,171,63202,0.27,any,0.4
https://openalex.org/C62611344,Node (physics),171,63202,0.27,any,0.4
https://openalex.org/C180747234,Cognitive psychology,170,63202,0.27,any,0.4
